"","MO","SC","UA","PD","AD","State","Age","Sex","UK_2026","UK_2026Copula","Japan","JapanCopula","SouthKorea","SouthKoreaCopula","Netherlands","NetherlandsCopula","China","ChinaCopula","Spain","SpainCopula","Germany","GermanyCopula","Pakistan","PakistanCopula","Australia","AustraliaCopula","Belgium","BelgiumCopula","Canada","CanadaCopula","Denmark","DenmarkCopula","France","FranceCopula","Hungary","HungaryCopula","Iran","IranCopula","Italy","ItalyCopula","Malaysia","MalaysiaCopula","Poland","PolandCopula","Portugal","PortugalCopula","Romania","RomaniaCopula","Taiwan","TaiwanCopula","Thailand","ThailandCopula","Trinidad_and_Tobago","Trinidad_and_TobagoCopula","USA","USACopula","Singapore","SingaporeCopula","England_2018","England_2018Copula"
"1281",1,3,2,1,3,13213,"45-54","female",0.164,0.33904702,0.59,0.4850327,0.555,0.51533038,0.186,0.25846486,0.452,0.36976042,0.161,0.39089586,0.437,0.40040708,0.562,NA,0.283,0.37815979,0.189,0.30613756,0.313,0.41034528,0.279,0.20684038,0.14,0.49550051,0.342,0.31561426,0.37,0.09783883,0.499,0.32647134,0.518,0.38429537,0.463,0.59851758,0.18,0.44570811,0.512,0.59603046,-0.018,0.09889479,0.248,0.41642721,0.553,0.48511598,0.356,0.26466202,-0.171,0.10389044,0.164,0.41327578
"1282",1,3,2,2,1,13221,"45-54","female",0.277,0.77053363,0.622,0.71346447,0.676,0.73597674,0.425,0.70468864,0.565,0.70770146,0.216,0.7371836,0.39,0.7712827,0.708,NA,0.508,0.81020379,0.311,0.73493061,0.548,0.74207131,0.585,0.77286931,0.232,0.83212395,0.52,0.76608923,0.524,0.52052274,0.614,0.75260171,0.55,0.71521746,0.613,0.85203752,0.232,0.77310993,0.646,0.81009827,0.143,0.60637166,0.286,0.75656643,0.628,0.79509095,0.485,0.70439401,-0.039,0.64499198,0.277,0.74713211
"1283",1,3,2,2,2,13222,"45-54","female",0.206,0.65355884,0.559,0.62288235,0.633,0.6770222,0.301,0.57325845,0.479,0.59693189,0.154,0.62849915,0.39,0.68033598,0.672,NA,0.411,0.72316684,0.208,0.62082086,0.485,0.65508155,0.516,0.61779854,0.142,0.76361625,0.442,0.66089635,0.426,0.34970489,0.562,0.63888464,0.469,0.61921867,0.587,0.8045834,0.195,0.68569552,0.592,0.75318443,-0.011,0.44721199,0.254,0.66376605,0.617,0.7145185,0.436,0.57751064,-0.189,0.48969883,0.206,0.64309578
"1284",1,3,2,2,3,13223,"45-54","female",0.041,0.3331168,0.51,0.4851638,0.518,0.51198341,0.1,0.24533213,0.36,0.36343459,0.072,0.38433182,0.325,0.38161598,0.527,NA,0.215,0.39735661,0.105,0.28230023,0.268,0.40896967,0.217,0.19380497,0.028,0.51369219,0.262,0.34461593,0.295,0.05422811,0.444,0.3334898,0.464,0.38237071,0.406,0.60313666,0.07,0.44502884,0.44,0.59617588,-0.139,0.09801758,0.176,0.42934991,0.489,0.47409133,0.312,0.26057613,-0.317,0.10358265,0.041,0.4054721
"1285",1,3,2,3,1,13231,"45-54","female",0.014,0.28594222,0.508,0.4799847,0.562,0.45903914,0.182,0.26159554,0.421,0.31474985,0.044,0.3872384,0.187,0.2532389,0.529,NA,0.216,0.33270329,0.227,0.29513643,0.295,0.3674962,0.251,0.28752303,0.079,0.37954712,0.262,0.24585876,0.426,0.06464759,0.378,0.25803765,0.477,0.34853614,0.181,0.40343809,0.11,0.37426587,0.347,0.51685831,0.003,0.06583797,0.149,0.42710976,0.462,0.33999073,0.269,0.21243354,-0.122,0.01142031,0.014,0.38409139
"1286",1,3,2,3,2,13232,"45-54","female",-0.057,0.16540693,0.445,0.40352304,0.519,0.41597178,0.058,0.1272936,0.335,0.22107058,-0.018,0.28015041,0.187,0.16107103,0.493,NA,0.119,0.24687357,0.124,0.17342463,0.232,0.28958193,0.182,0.11942054,-0.011,0.31033015,0.184,0.14639082,0.328,-0.08598567,0.326,0.14353702,0.396,0.26029909,0.155,0.35960508,0.073,0.29287766,0.293,0.46741124,-0.151,-0.07975159,0.117,0.33884253,0.451,0.26927528,0.242,0.08780789,-0.272,-0.11813167,-0.057,0.28320438
"1287",1,3,2,3,3,13233,"45-54","female",-0.222,-0.08460481,0.396,0.30320547,0.404,0.32110771,-0.143,-0.12155462,0.216,0.06337617,-0.1,0.07340123,0.122,-0.09127673,0.348,NA,0.101,0.02981762,0.021,-0.10209372,0.015,0.12705035,-0.117,-0.24459373,-0.125,0.10319486,0.004,-0.10024335,0.197,-0.31169601,0.208,-0.07856984,0.391,0.06937381,-0.026,0.16466344,0.015,0.09308419,0.141,0.31322458,-0.279,-0.33747314,0.039,0.14939402,0.323,0.07865825,0.126,-0.15138884,-0.4,-0.37492915,-0.222,0.10591848
"1288",1,3,3,1,1,13311,"45-54","female",0.342,0.40977933,0.613,0.49571928,0.556,0.47362267,0.486,0.38555764,0.538,0.3488141,0.181,0.46290963,0.502,0.40235741,0.503,NA,0.435,0.36904775,0.364,0.4257887,0.56,0.4199041,0.551,0.42722168,0.311,0.43129153,0.379,0.26264505,0.533,0.10530379,0.556,0.32372563,0.535,0.38989557,0.504,0.49967757,-0.085,0.39273241,0.573,0.54135737,0.141,0.10856391,0.299,0.41362748,0.618,0.42577326,0.432,0.29357777,0.042,0.15011763,0.342,0.45366054
"1289",1,3,3,1,2,13312,"45-54","female",0.271,0.29884944,0.55,0.42222714,0.513,0.43583973,0.362,0.25298882,0.452,0.25953831,0.119,0.36168656,0.502,0.32538015,0.467,NA,0.338,0.29056808,0.261,0.30834379,0.497,0.34452884,0.483,0.26783695,0.221,0.37585197,0.301,0.17642749,0.435,-0.02948339,0.504,0.2162282,0.454,0.30735614,0.478,0.47883099,0.118,0.32703397,0.519,0.50752641,-0.013,-0.02849611,0.267,0.33268859,0.607,0.36896539,0.416,0.1770483,-0.108,0.01396334,0.271,0.35687905
"1290",1,3,3,1,3,13313,"45-54","female",0.106,0.04782079,0.501,0.31936995,0.398,0.32709414,0.161,0.01538991,0.333,0.10274861,0.037,0.15517322,0.437,0.05658548,0.322,NA,0.185,0.09250701,0.158,0.03299233,0.28,0.18555726,0.183,-0.10156854,0.107,0.15832165,0.121,-0.07939563,0.304,-0.28659145,0.386,0.00402616,0.449,0.11041901,0.297,0.24876315,-0.18,0.10040125,0.367,0.32280866,-0.141,-0.28643722,0.189,0.13183314,0.479,0.16121254,0.289,-0.06053865,-0.236,-0.25448869,0.106,0.18260383
"1291",1,3,3,2,1,13321,"45-54","female",0.219,0.39260124,0.533,0.4976454,0.519,0.48115303,0.4,0.34852624,0.446,0.33867047,0.092,0.45750896,0.39,0.39552965,0.468,NA,0.367,0.37339726,0.28,0.39799082,0.515,0.40792854,0.489,0.41353076,0.199,0.45511629,0.299,0.29024325,0.458,0.11653712,0.501,0.31242822,0.481,0.3895965,0.447,0.53886521,0.045,0.42596751,0.501,0.58004208,0.02,0.10670023,0.227,0.43426242,0.554,0.42864431,0.399,0.28190336,-0.104,0.11960654,0.219,0.44021422
"1292",1,3,3,2,2,13322,"45-54","female",0.148,0.27387613,0.47,0.42189256,0.476,0.43921636,0.276,0.21318165,0.36,0.24472391,0.03,0.3517863,0.39,0.30754482,0.432,NA,0.27,0.28800628,0.177,0.27597484,0.452,0.32924512,0.42,0.24652768,0.109,0.38988185,0.221,0.19393378,0.36,-0.03161381,0.449,0.19803364,0.4,0.30213578,0.421,0.50369182,0.008,0.34850277,0.447,0.53627799,-0.134,-0.03811098,0.195,0.34697689,0.543,0.36174352,0.372,0.15781715,-0.254,-0.01982006,0.148,0.339196
"1293",1,3,3,2,3,13323,"45-54","female",-0.017,0.03851568,0.421,0.3284258,0.361,0.34469742,0.075,-0.01816894,0.241,0.09943054,-0.052,0.15920064,0.325,0.06693252,0.287,NA,0.118,0.08310805,0.074,0.01490292,0.235,0.17837976,0.121,-0.1029777,-0.005,0.19492745,0.041,-0.03824027,0.229,-0.25281768,0.331,-0.00438892,0.395,0.12210593,0.24,0.31305113,-0.049,0.15260151,0.295,0.38320758,-0.262,-0.27802389,0.117,0.16425641,0.415,0.18010414,0.256,-0.06460235,-0.382,-0.26972686,-0.017,0.17463589
"1294",1,3,3,3,1,13331,"45-54","female",-0.044,0.09335762,0.419,0.36428646,0.405,0.32467817,0.157,0.11784403,0.302,0.14837736,-0.08,0.21962146,0.187,0.00813015,0.289,NA,0.101,0.14064535,0.196,0.11990914,0.262,0.22520373,0.155,0.0792238,0.046,0.12646013,0.041,-0.03006324,0.36,-0.21161522,0.265,0.04557392,0.408,0.16525249,0.015,0.11904791,-0.25,0.11329169,0.202,0.29228667,-0.12,-0.19525435,0.09,0.22700103,0.388,0.11411845,0.202,-0.00197894,-0.187,-0.21777862,-0.044,0.23236932
"1295",1,3,3,3,2,13332,"45-54","female",-0.115,-0.00840658,0.356,0.30312623,0.362,0.29863153,0.033,-0.00622642,0.216,0.07434252,-0.142,0.12963669,0.187,-0.05794109,0.253,NA,0.02,0.07180351,0.093,0.01053853,0.199,0.16297615,0.086,-0.07149336,-0.044,0.08373276,-0.037,-0.09928897,0.262,-0.32347369,0.213,-0.04981016,0.327,0.09556087,-0.011,0.11142221,-0.047,0.06303793,0.148,0.27214325,-0.274,-0.31163359,0.058,0.15915661,0.377,0.07080694,0.186,-0.10536924,-0.337,-0.32093255,-0.115,0.14534419
"1296",1,3,3,3,3,13333,"45-54","female",-0.28,-0.22844489,0.307,0.21092639,0.247,0.20527548,-0.168,-0.21348391,0.097,-0.06122876,-0.224,-0.05853991,0.122,-0.29840029,0.108,NA,0.02,-0.0736215,-0.01,-0.23617001,-0.018,0.0326186,-0.213,-0.41152332,-0.158,-0.11080064,-0.217,-0.3275107,0.131,-0.55578226,0.095,-0.2290719,0.322,-0.08025926,-0.192,-0.10269218,-0.278,-0.14390073,-0.004,0.09589495,-0.402,-0.54006261,-0.02,-0.0215373,0.249,-0.11569044,0.089,-0.31114445,-0.465,-0.52943492,-0.28,-0.00516794
"1297",2,1,1,1,1,21111,"45-54","female",0.85,0.93696273,0.773,0.87224273,0.854,0.87635333,0.893,0.89252906,0.862,0.91563333,0.87,0.89784493,0.9,0.94507164,0.951,NA,0.827,0.9515266,0.774,0.90659438,0.843,0.89412029,0.833,0.93242317,0.845,0.95794077,0.958,0.94124264,0.826,0.82529333,0.924,0.93129627,0.849,0.8979635,0.899,0.96384601,0.695,0.93695287,0.93,0.93929703,0.692,0.87472765,0.677,0.91567969,0.862,0.95599402,0.854,0.9079216,0.832,0.90748403,0.85,0.91391568
"1298",2,1,1,1,2,21112,"45-54","female",0.779,0.85386787,0.71,0.77188959,0.811,0.80740089,0.769,0.78155201,0.776,0.83075918,0.808,0.79881599,0.9,0.88485757,0.915,NA,0.73,0.89791306,0.671,0.81330136,0.78,0.83411403,0.765,0.8140974,0.755,0.91572658,0.88,0.87179116,0.728,0.66983321,0.872,0.85106399,0.768,0.81350427,0.873,0.93512949,0.658,0.87226029,0.876,0.8903382,0.538,0.74792484,0.645,0.83726012,0.851,0.90646036,0.827,0.81020463,0.682,0.7887746,0.779,0.82660317
"1299",2,1,1,1,3,21113,"45-54","female",0.345,0.60378061,0.661,0.66309049,0.646,0.66130978,0.334,0.52009219,0.635,0.66311867,0.435,0.59612928,0.512,0.6635937,0.77,NA,0.43,0.66381957,0.312,0.54016655,0.563,0.64631098,0.465,0.45860561,0.467,0.73964999,0.7,0.65253259,0.621,0.40943489,0.754,0.62126762,0.647,0.63286696,0.692,0.80433484,0.499,0.69063022,0.724,0.77574085,0.22,0.47603298,0.428,0.65392876,0.723,0.74698903,0.544,0.56234631,0.263,0.48943168,0.345,0.63831004
"1300",2,1,1,2,1,21121,"45-54","female",0.727,0.86693109,0.693,0.78543563,0.817,0.79655066,0.807,0.80060799,0.77,0.81372705,0.781,0.80283663,0.788,0.86480779,0.916,NA,0.76,0.88929951,0.69,0.8109476,0.798,0.8256075,0.771,0.8552778,0.733,0.90857743,0.878,0.87333815,0.751,0.63651827,0.869,0.85298997,0.795,0.79899188,0.842,0.91672529,0.585,0.85905442,0.858,0.87425413,0.571,0.7390532,0.605,0.83991582,0.798,0.87875999,0.81,0.80911676,0.686,0.79653932,0.727,0.83218832
"1301",2,1,1,2,2,21122,"45-54","female",0.656,0.78034295,0.63,0.70400605,0.774,0.75128048,0.683,0.69854163,0.684,0.72689685,0.719,0.70809392,0.788,0.79996025,0.88,NA,0.663,0.83251076,0.587,0.72272877,0.735,0.76288577,0.703,0.7303849,0.643,0.86344888,0.8,0.8009364,0.653,0.48288418,0.817,0.76907928,0.714,0.71948405,0.816,0.88678928,0.548,0.79165282,0.804,0.82782477,0.417,0.61103897,0.573,0.76461081,0.787,0.82331258,0.761,0.70974661,0.536,0.68012846,0.656,0.74758626
"1302",2,1,1,2,3,21123,"45-54","female",0.222,0.53609804,0.581,0.60372392,0.609,0.61399967,0.248,0.44383237,0.543,0.56517327,0.346,0.51399434,0.4,0.57929276,0.735,NA,0.362,0.59915095,0.228,0.45245854,0.518,0.57837252,0.403,0.37936613,0.355,0.68905632,0.62,0.58546848,0.546,0.23874045,0.699,0.54514611,0.593,0.54618011,0.635,0.75474078,0.389,0.6134071,0.652,0.71657097,0.099,0.35146128,0.356,0.58917294,0.659,0.66273009,0.5,0.4698648,0.117,0.39916368,0.222,0.56604382
"1303",2,1,1,3,1,21131,"45-54","female",0.195,0.68548314,0.579,0.68832892,0.653,0.67631608,0.33,0.62902777,0.604,0.64573399,0.318,0.66500104,0.262,0.66339118,0.737,NA,0.378,0.73247171,0.35,0.62725292,0.545,0.6807665,0.437,0.66175069,0.406,0.75698068,0.62,0.70248615,0.677,0.39994781,0.633,0.66992548,0.606,0.65608356,0.41,0.76609382,0.428,0.70230214,0.559,0.7742683,0.241,0.52174537,0.329,0.72128469,0.632,0.6985913,0.457,0.61485657,0.313,0.52792181,0.195,0.6887621
"1304",2,1,1,3,2,21132,"45-54","female",0.124,0.56260359,0.516,0.60199879,0.61,0.61803027,0.206,0.49611137,0.518,0.54121044,0.256,0.55296119,0.262,0.5651832,0.701,NA,0.281,0.64594152,0.247,0.50791342,0.482,0.59649252,0.369,0.4995532,0.316,0.68489434,0.542,0.59869608,0.579,0.23169619,0.581,0.55526814,0.525,0.56058339,0.384,0.71030676,0.392,0.61437611,0.505,0.71646528,0.087,0.36672112,0.297,0.63019953,0.621,0.61717914,0.43,0.48663721,0.163,0.38827178,0.124,0.58429107
"1305",2,1,1,3,3,21133,"45-54","female",-0.041,0.25399539,0.467,0.48048903,0.495,0.47707293,0.005,0.18984047,0.399,0.34035613,0.174,0.31409683,0.197,0.27433401,0.556,NA,0.166,0.3577276,0.144,0.1803783,0.265,0.37972568,0.069,0.08540515,0.202,0.44878063,0.362,0.31326667,0.448,-0.04082072,0.463,0.27845634,0.52,0.3415242,0.203,0.50183626,0.267,0.38937609,0.353,0.56222007,-0.041,0.05316808,0.219,0.41676311,0.493,0.39365134,0.284,0.19492407,0.034,0.06501861,-0.041,0.36198269
"1306",2,1,2,1,1,21211,"45-54","female",0.814,0.854504,0.729,0.752875,0.803,0.78994297,0.861,0.79832335,0.788,0.7979735,0.799,0.79688854,0.9,0.87899658,0.911,NA,0.774,0.89472357,0.743,0.83179772,0.771,0.82834489,0.785,0.86216939,0.689,0.89804615,0.933,0.85618842,0.741,0.62390145,0.882,0.84291191,0.796,0.78932706,0.853,0.91692535,0.592,0.85126104,0.886,0.86799065,0.607,0.71106445,0.618,0.81469001,0.819,0.89395889,0.843,0.79871957,0.577,0.77536024,0.814,0.82037808
"1307",2,1,2,1,2,21212,"45-54","female",0.743,0.76423482,0.666,0.67359351,0.76,0.74287715,0.737,0.69264486,0.702,0.7115122,0.737,0.70483313,0.9,0.81438643,0.875,NA,0.677,0.83451928,0.64,0.74186731,0.708,0.76502208,0.717,0.73514246,0.599,0.85265656,0.855,0.78027862,0.643,0.4778998,0.83,0.7579782,0.715,0.7128121,0.827,0.8877339,0.556,0.78521131,0.832,0.82333126,0.453,0.58315075,0.586,0.74068727,0.808,0.83757186,0.794,0.70011282,0.427,0.65619606,0.743,0.73741256
"1308",2,1,2,1,3,21213,"45-54","female",0.309,0.51875334,0.617,0.57132464,0.595,0.60360991,0.302,0.43605076,0.561,0.54379633,0.364,0.5117433,0.512,0.59390597,0.73,NA,0.377,0.59076121,0.281,0.47048627,0.491,0.57885516,0.418,0.38683061,0.311,0.67668675,0.675,0.55611247,0.536,0.24108102,0.712,0.53511283,0.594,0.53753664,0.646,0.75136848,0.397,0.60608955,0.68,0.70846721,0.135,0.32047147,0.369,0.56456604,0.68,0.66954073,0.533,0.46257626,0.008,0.36817941,0.309,0.55674064
"1309",2,1,2,2,1,21221,"45-54","female",0.691,0.79564456,0.649,0.70456541,0.766,0.74461657,0.775,0.7290003,0.696,0.71293639,0.71,0.73061791,0.788,0.80170934,0.876,NA,0.707,0.83728769,0.659,0.74989798,0.726,0.76782829,0.723,0.79187013,0.577,0.85449391,0.853,0.79838509,0.666,0.48245199,0.827,0.77558048,0.742,0.71917251,0.796,0.87331269,0.482,0.78415756,0.814,0.81920941,0.486,0.60791183,0.546,0.76469571,0.755,0.8143721,0.777,0.72022195,0.43,0.67302391,0.691,0.75978988
"1310",2,1,2,2,2,21222,"45-54","female",0.62,0.70528629,0.586,0.63079848,0.723,0.701492,0.651,0.62476936,0.61,0.62962282,0.648,0.64172757,0.788,0.73631082,0.84,NA,0.61,0.77709012,0.556,0.66036757,0.663,0.7051173,0.655,0.66385911,0.487,0.80913287,0.775,0.72342663,0.568,0.3432623,0.775,0.69114495,0.661,0.64622345,0.77,0.84394028,0.446,0.71959924,0.76,0.77687857,0.332,0.48442881,0.514,0.69379695,0.744,0.75782533,0.706,0.62331275,0.28,0.56274193,0.62,0.67906984
"1311",2,1,2,2,3,21223,"45-54","female",0.186,0.45925965,0.537,0.53272509,0.558,0.56787133,0.216,0.36836503,0.469,0.46635152,0.275,0.45200246,0.4,0.51390639,0.695,NA,0.309,0.5344723,0.197,0.38853282,0.446,0.5204393,0.355,0.3147268,0.199,0.63306825,0.595,0.50113045,0.461,0.11438298,0.657,0.46932597,0.54,0.47439583,0.589,0.70614292,0.287,0.54234391,0.608,0.6642179,0.014,0.22797973,0.297,0.52099395,0.616,0.59018185,0.467,0.38759045,-0.138,0.28711839,0.186,0.50027913
"1312",2,1,2,3,1,21231,"45-54","female",0.159,0.54015043,0.535,0.59204867,0.602,0.58500433,0.298,0.49209205,0.53,0.50767663,0.247,0.56607827,0.262,0.53673185,0.697,NA,0.325,0.61526936,0.319,0.50981594,0.473,0.57957047,0.389,0.54036757,0.25,0.64964672,0.595,0.55821545,0.592,0.23884115,0.591,0.53429381,0.553,0.54591314,0.364,0.66515249,0.326,0.5923343,0.515,0.69399742,0.156,0.34173062,0.27,0.61819634,0.589,0.57728535,0.446,0.47476477,0.057,0.33159095,0.159,0.57759363
"1313",2,1,2,3,2,21232,"45-54","female",0.088,0.42196301,0.472,0.51145566,0.559,0.53412981,0.174,0.36289481,0.444,0.40974973,0.185,0.46136034,0.262,0.44635579,0.661,NA,0.228,0.53247472,0.216,0.39564824,0.41,0.5004504,0.321,0.38270721,0.16,0.58318164,0.517,0.45918877,0.494,0.08328239,0.539,0.42497287,0.472,0.45831854,0.338,0.61703484,0.289,0.51090413,0.461,0.64151848,0.002,0.19461961,0.238,0.53252361,0.578,0.50216902,0.397,0.35372731,-0.093,0.20658325,0.088,0.47958008
"1314",2,1,2,3,3,21233,"45-54","female",-0.077,0.14763174,0.423,0.40391108,0.444,0.4197889,-0.027,0.08591527,0.325,0.23428994,0.103,0.24764995,0.197,0.18983296,0.516,NA,0.113,0.27180823,0.113,0.09903024,0.193,0.309431,0.021,0.00404568,0.046,0.37392749,0.337,0.20439918,0.363,-0.15275897,0.421,0.17903394,0.467,0.26277932,0.157,0.43612816,0.164,0.31162601,0.309,0.50292684,-0.126,-0.08411862,0.16,0.33976181,0.45,0.30646093,0.273,0.09485483,-0.221,-0.07238355,-0.077,0.28219126
"1315",2,1,3,1,1,21311,"45-54","female",0.487,0.71997954,0.64,0.6582435,0.596,0.67861015,0.602,0.6669657,0.647,0.63136999,0.384,0.68734881,0.577,0.76056695,0.671,NA,0.688,0.73013199,0.456,0.70315733,0.738,0.70548384,0.69,0.74252177,0.482,0.77220916,0.712,0.67628229,0.699,0.45444897,0.769,0.68358038,0.611,0.6643287,0.687,0.8165776,0.372,0.72467157,0.741,0.78543432,0.294,0.5004926,0.42,0.69948424,0.745,0.74215486,0.62,0.64755083,0.221,0.57489964,0.487,0.70422665
"1316",2,1,3,1,2,21312,"45-54","female",0.416,0.58144917,0.577,0.55309537,0.553,0.60339508,0.478,0.51366785,0.561,0.49883838,0.322,0.55757343,0.577,0.65368896,0.635,NA,0.592,0.61842726,0.353,0.564713,0.675,0.603437,0.621,0.5643145,0.392,0.68456579,0.634,0.54544531,0.601,0.25573071,0.717,0.54410257,0.53,0.54831661,0.661,0.7568635,0.335,0.61823748,0.687,0.71673596,0.14,0.308277,0.388,0.58707968,0.734,0.64312451,0.593,0.49658679,0.071,0.40063415,0.416,0.58158921
"1317",2,1,3,1,3,21313,"45-54","female",0.251,0.2672327,0.528,0.41114617,0.438,0.43966767,0.277,0.19827281,0.442,0.26353151,0.24,0.30032824,0.512,0.3582953,0.49,NA,0.334,0.30018128,0.25,0.22414159,0.458,0.37193883,0.322,0.1448361,0.278,0.42705388,0.454,0.22428705,0.47,-0.04978711,0.599,0.24028975,0.525,0.30046618,0.48,0.53959283,0.21,0.36727557,0.535,0.54229577,0.012,-0.04939727,0.31,0.34215065,0.606,0.39192522,0.447,0.18322578,-0.058,0.04463646,0.251,0.34330339
"1318",2,1,3,2,1,21321,"45-54","female",0.364,0.67802168,0.56,0.62751797,0.559,0.65518706,0.516,0.61407657,0.555,0.57785997,0.295,0.64562837,0.465,0.69970742,0.636,NA,0.621,0.70697568,0.372,0.64227234,0.693,0.66642384,0.627,0.68956402,0.37,0.75374654,0.632,0.65306756,0.624,0.34894501,0.714,0.64674469,0.557,0.62109447,0.63,0.79047493,0.262,0.68418604,0.669,0.75578375,0.173,0.43947552,0.348,0.67555548,0.681,0.6905629,0.576,0.59587536,0.075,0.50204627,0.364,0.6650767
"1319",2,1,3,2,2,21322,"45-54","female",0.293,0.55566424,0.497,0.53905867,0.516,0.59583115,0.392,0.47884129,0.469,0.46689619,0.233,0.53407032,0.465,0.60646456,0.6,NA,0.524,0.61488594,0.269,0.52156731,0.63,0.57939966,0.559,0.52728945,0.28,0.68156082,0.554,0.54385186,0.526,0.17846182,0.662,0.52765749,0.476,0.52479952,0.604,0.74167154,0.225,0.59469589,0.615,0.69940063,0.019,0.27675628,0.316,0.58152012,0.67,0.60746055,0.527,0.46571362,-0.075,0.35774148,0.293,0.55983158
"1320",2,1,3,2,3,21323,"45-54","female",0.128,0.25528817,0.448,0.41306276,0.401,0.44536711,0.191,0.17633803,0.35,0.25658015,0.151,0.29743286,0.4,0.32841572,0.455,NA,0.266,0.31201621,0.166,0.19800156,0.413,0.36192009,0.259,0.12389298,0.166,0.44338745,0.374,0.24859835,0.395,-0.09120546,0.544,0.24308323,0.471,0.29994883,0.423,0.54414129,0.1,0.36727184,0.463,0.54608877,-0.109,-0.04775874,0.238,0.35833135,0.542,0.38141333,0.403,0.17272597,-0.204,0.02948494,0.128,0.33696875
"1321",2,1,3,3,1,21331,"45-54","female",0.101,0.24694766,0.446,0.43128914,0.445,0.39820861,0.273,0.23769208,0.411,0.25415177,0.123,0.3237996,0.262,0.24565283,0.457,NA,0.264,0.29775575,0.288,0.24440368,0.44,0.36593572,0.293,0.25964012,0.217,0.3429779,0.374,0.2033885,0.526,-0.03514566,0.478,0.21210396,0.484,0.29973958,0.198,0.3675879,0.14,0.32916822,0.37,0.4852671,0.033,-0.02763229,0.211,0.38519065,0.515,0.28456238,0.36,0.17280647,-0.008,-0.02783897,0.101,0.34287636
"1322",2,1,3,3,2,21332,"45-54","female",0.03,0.13282359,0.383,0.35799758,0.402,0.358723,0.149,0.10978475,0.325,0.16581999,0.061,0.22090061,0.262,0.15988728,0.421,NA,0.168,0.21893397,0.185,0.12783039,0.377,0.29357235,0.225,0.09712382,0.127,0.27944891,0.296,0.11084976,0.428,-0.18086823,0.426,0.10414274,0.403,0.216116,0.172,0.32866058,0.103,0.25209984,0.316,0.43892953,-0.121,-0.16618247,0.179,0.30134553,0.504,0.21958714,0.333,0.05466254,-0.158,-0.13270395,0.03,0.24658996
"1323",2,1,3,3,3,21333,"45-54","female",-0.135,-0.10487447,0.334,0.2641669,0.287,0.26625441,-0.052,-0.12682127,0.206,0.01883423,-0.021,0.02287284,0.197,-0.07517956,0.276,NA,0.095,0.02151818,0.082,-0.13747643,0.16,0.1444205,-0.075,-0.25213291,0.013,0.08446616,0.116,-0.11937135,0.297,-0.39157586,0.308,-0.10449896,0.398,0.03598896,-0.009,0.14574299,0.045,0.06412489,0.164,0.29354465,-0.249,-0.41003937,0.101,0.12008181,0.376,0.03849461,0.217,-0.16919331,-0.287,-0.35014133,-0.135,0.07739222
"1324",2,2,1,1,1,22111,"45-54","female",0.746,0.84543996,0.719,0.74730558,0.808,0.77647756,0.811,0.78762136,0.757,0.77062679,0.736,0.77938408,0.813,0.85954318,0.894,NA,0.74,0.86815868,0.691,0.81738069,0.772,0.79901489,0.77,0.84552201,0.633,0.88203053,0.907,0.8308266,0.723,0.58695687,0.867,0.82718288,0.752,0.76550885,0.845,0.90290624,0.537,0.83200846,0.89,0.85698563,0.525,0.68032911,0.556,0.79968042,0.798,0.87024664,0.808,0.77383183,0.671,0.74936801,0.746,0.80320631
"1325",2,2,1,1,2,22112,"45-54","female",0.675,0.74582822,0.656,0.66241478,0.765,0.72328164,0.687,0.67265647,0.671,0.67198857,0.674,0.67932013,0.813,0.78577754,0.858,NA,0.643,0.79740272,0.588,0.71732395,0.709,0.72543347,0.702,0.70734745,0.543,0.82835268,0.829,0.74289306,0.625,0.42730658,0.815,0.73193036,0.671,0.67992121,0.819,0.86765687,0.5,0.75678377,0.836,0.80797046,0.371,0.53751035,0.524,0.71770742,0.787,0.80383255,0.759,0.66407046,0.521,0.61713767,0.675,0.7115128
"1326",2,2,1,1,3,22113,"45-54","female",0.241,0.47866025,0.607,0.54579768,0.6,0.57358055,0.252,0.39658196,0.53,0.47376689,0.301,0.4640162,0.425,0.54105738,0.713,NA,0.343,0.52244809,0.229,0.4230082,0.492,0.5176482,0.402,0.33531311,0.255,0.62839417,0.649,0.48461793,0.518,0.16236072,0.697,0.48423811,0.55,0.47799959,0.638,0.7084224,0.342,0.55426294,0.684,0.67784259,0.053,0.24008011,0.307,0.51937396,0.659,0.60670959,0.498,0.40079653,0.102,0.29906103,0.241,0.50992493
"1327",2,2,1,2,1,22121,"45-54","female",0.623,0.7844564,0.639,0.70012887,0.771,0.72991277,0.725,0.7165209,0.665,0.68651769,0.647,0.7134752,0.701,0.77866413,0.859,NA,0.673,0.81075658,0.607,0.73334819,0.727,0.7364448,0.708,0.77212403,0.521,0.83701481,0.827,0.77301058,0.648,0.44612984,0.812,0.75893533,0.698,0.69542297,0.788,0.85707129,0.427,0.76413964,0.818,0.80833076,0.404,0.57796771,0.484,0.75011722,0.734,0.78973104,0.742,0.69365827,0.525,0.64487269,0.623,0.7416256
